id_reg,ts,nin_id,aldea,chakra,rango,status,desc
ANBU-1755,2025-02-06 04:14:00,Kakashi,Amegakure,6786.75,B,Sospechoso,Enemigo a la vista
ANBU-1756,2025-02-06 21:49:00,Kankuro,Kiri,,A,Fallo,Enemigo a la vista
ANBU-1757,2025-02-06 06:35:00,Shikamaru,Kiri,3087.05,S,Sospechoso,Movimiento sospechoso detectado
ANBU-1758,2025-02-04 16:56:00,Gaara,Konoha_,2680.75,C,En curso,Vigilancia de puesto avanzado
ANBU-1759,2025-02-02 04:20:00,Choji,Suna ,7351.16,D,Sospechoso,Patrulla rutinaria
ANBU-1760,2025-02-04 03:56:00,Kankuro,Kumo,7368.11,S,En curso,Patrulla rutinaria
ANBU-1761,2025-02-03 05:43:00,Naruto,amegakure,3476.47,C,Fallo,Enemigo a la vista
ANBU-1762,2025-02-02 07:00:00,Gaara,Iwa,5010.1,B,Sospechoso,Posible espía detectado
ANBU-1763,2025-02-06 20:40:00,Sakura,Konoha_,603.24,A,Éxito,Vigilancia de puesto avanzado
ANBU-1764,2025-02-06 00:02:00,Sakura,Suna ,2490.63,A,Fallo,Patrulla rutinaria
ANBU-1765,2025-02-02 00:06:00,Kakashi,Kumo,1954.16,D,En curso,Recuperación de pergamino secreto
ANBU-1766,2025-02-03 02:56:00,Ino,Konoha,5802.38,B,Fallo,Sustitución de guardias
ANBU-1767,2025-02-01 20:40:00,Naruto,Amegakure,7846.0,S,En curso,Infiltrado de la Lluvia detectado
ANBU-1768,2025-02-04 15:43:00,Temari,Suna ,5620.9,C,Fallo,Escolta de persona VIP
ANBU-1769,2025-02-01 10:16:00,Sakura,Kiri,5363.84,C,Sospechoso,Patrulla rutinaria
ANBU-1770,2025-02-02 21:17:00,Sasuke,Kumo,6184.72,B,En curso,Misión de reconocimiento en fronteras
ANBU-1771,2025-02-05 23:05:00,Shikamaru,Iwa,5282.04,S,Sospechoso,Escolta de persona VIP
ANBU-1772,2025-02-04 13:31:00,Naruto,Suna,3222.02,A,Fallo,Posible espía detectado
ANBU-1773,2025-02-03 23:29:00,Naruto,Amegakure,6344.0,S,En curso,Infiltrado de la Lluvia detectado
ANBU-1774,2025-02-06 03:42:00,Gaara,Kiri,1619.25,S,Sospechoso,Movimiento sospechoso detectado
ANBU-1775,2025-02-05 01:03:00,Sasuke,Kiri,7814.81,S,En curso,Misión de reconocimiento en fronteras
ANBU-1776,2025-02-05 09:01:00,Sasuke,Kumo,,C,Éxito,Movimiento sospechoso detectado
ANBU-1777,2025-02-05 16:23:00,Kankuro,Iwa,7780.78,A,Éxito,Recuperación de pergamino secreto
ANBU-1778,2025-02-06 12:33:00,Gaara,Iwa,1945.26,S,En curso,Escolta de persona VIP
ANBU-1779,2025-02-01 07:45:00,Gaara,Kiri,1116.6,B,Sospechoso,Recuperación de pergamino secreto
ANBU-1780,2025-02-05 05:13:00,Naruto,Kumo,4333.41,B,Fallo,Sustitución de guardias
ANBU-1781,2025-02-06 02:19:00,Naruto,Kiri,3997.93,A,En curso,Escolta de persona VIP
ANBU-1782,2025-02-05 02:03:00,Gaara,Kumo,2664.05,A,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1783,2025-02-06 09:39:00,Temari,Kiri,6711.84,C,Éxito,Enemigo a la vista
ANBU-1784,2025-02-06 15:22:00,Kakashi,Amegakure,5768.46,C,Éxito,Sustitución de guardias
ANBU-1785,2025-02-03 19:30:00,Kakashi,Kumo,2887.9,A,En curso,Escolta de persona VIP
ANBU-1786,2025-02-04 04:51:00,Shikamaru,Suna,3350.11,S,Éxito,Posible espía detectado
ANBU-1787,2025-02-06 05:08:00,Shikamaru,Suna ,6245.41,D,Fallo,Posible espía detectado
ANBU-1788,2025-02-01 15:10:00,Kakashi,Kiri,6598.6,A,Fallo,Recuperación de pergamino secreto
ANBU-1789,2025-02-04 12:45:00,Gaara,Amegakure,6615.0,S,En curso,Infiltrado de la Lluvia detectado
ANBU-1790,2025-02-03 14:59:00,Choji,Kumo,5339.86,A,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1791,2025-02-04 22:10:00,Naruto,Kumo,,D,Sospechoso,Movimiento sospechoso detectado
ANBU-1792,2025-02-01 19:45:00,Shikamaru,Kumo,,D,En curso,Movimiento sospechoso detectado
ANBU-1793,2025-02-01 16:58:00,Kankuro, Konoha,6649.2,S,Éxito,Enemigo a la vista
ANBU-1794,2025-02-01 04:19:00,Ino,Kiri,685.86,C,En curso,Recuperación de pergamino secreto
ANBU-1795,2025-02-02 18:38:00,Choji,Kumo,7539.67,C,Fallo,Escolta de persona VIP
ANBU-1796,2025-02-05 22:51:00,Ino,Kumo,885.56,A,En curso,Movimiento sospechoso detectado
ANBU-1797,2025-02-02 07:02:00,Shikamaru,Kumo,938.93,B,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1798,2025-02-06 11:55:00,Shikamaru,Suna,7528.75,A,En curso,Escolta de persona VIP
ANBU-1799,2025-02-05 13:53:00,Gaara,Konoha,3660.84,S,Éxito,Vigilancia de puesto avanzado
ANBU-1800,2025-02-05 19:34:00,Sakura,Kumo,912.74,C,Éxito,Patrulla rutinaria
ANBU-1801,2025-02-06 14:21:00,Naruto,Kiri,4794.23,D,Sospechoso,Enemigo a la vista
ANBU-1802,2025-02-04 06:40:00,Sasuke,Amegakure,7034.64,C,En curso,Vigilancia de puesto avanzado
ANBU-1803,2025-02-01 14:08:00,Naruto,Suna,1574.04,B,En curso,Posible espía detectado
ANBU-1804,2025-02-04 02:23:00,Shikamaru, Lluvia,,C,Éxito,Enemigo a la vista
ANBU-1805,2025-02-03 15:21:00,Sasuke,amegakure,1134.13,S,Éxito,Escolta de persona VIP
ANBU-1806,2025-02-05 15:35:00,Shikamaru,Suna,980.86,B,En curso,Sustitución de guardias
ANBU-1807,2025-02-02 15:38:00,Kankuro,Kumo,5550.12,B,En curso,Vigilancia de puesto avanzado
ANBU-1808,2025-02-01 17:01:00,Sakura,Kiri,2489.53,S,Éxito,Vigilancia de puesto avanzado
ANBU-1809,2025-02-02 23:18:00,Temari,Konoha,2122.61,S,Fallo,Escolta de persona VIP
ANBU-1810,2025-02-06 01:26:00,Temari,Suna,6404.71,A,Éxito,Movimiento sospechoso detectado
ANBU-1811,2025-02-04 00:33:00,Ino,Kiri,6956.05,B,En curso,Posible espía detectado
ANBU-1812,2025-02-05 04:55:00,Shikamaru, Lluvia,1411.6,D,Sospechoso,Recuperación de pergamino secreto
ANBU-1813,2025-02-04 14:24:00,Temari,Amegakure,6342.88,B,En curso,Enemigo a la vista
ANBU-1814,2025-02-06 23:08:00,Kakashi,Amegakure,2213.39,C,Sospechoso,Movimiento sospechoso detectado
ANBU-1815,2025-02-06 15:41:00,Kankuro,Iwa,2712.88,B,En curso,Patrulla rutinaria
ANBU-1816,2025-02-04 00:46:00,Temari,Kumo,2952.8,S,Fallo,Sustitución de guardias
ANBU-1817,2025-02-02 00:22:00,Shikamaru,Suna,6351.72,B,Fallo,Vigilancia de puesto avanzado
ANBU-1818,2025-02-06 10:33:00,Ino,Konoha,5723.36,C,Éxito,Escolta de persona VIP
ANBU-1819,2025-02-02 03:01:00,Ino,Suna,,B,Fallo,Movimiento sospechoso detectado
ANBU-1820,2025-02-05 20:38:00,Sakura,konoha,6687.83,S,En curso,Enemigo a la vista
ANBU-1821,2025-02-04 15:52:00,Sakura,Konoha,3294.61,A,Éxito,Vigilancia de puesto avanzado
ANBU-1822,2025-02-05 20:53:00,Sakura,Amegakure,4303.03,B,En curso,Enemigo a la vista
ANBU-1823,2025-02-02 22:02:00,Naruto,Konoha,2645.82,S,Éxito,Enemigo a la vista
ANBU-1824,2025-02-02 04:05:00,Temari,Kiri,1727.2,D,En curso,Recuperación de pergamino secreto
ANBU-1825,2025-02-06 17:12:00,Ino,Kumo,6859.98,S,Éxito,Misión de reconocimiento en fronteras
ANBU-1826,2025-02-06 11:59:00,Naruto,Kiri,6206.81,A,Fallo,Vigilancia de puesto avanzado
ANBU-1827,2025-02-01 08:12:00,Sasuke,Kumo,7509.87,B,Éxito,Movimiento sospechoso detectado
ANBU-1828,2025-02-01 01:10:00,Kakashi,SUNA,4872.45,A,Fallo,Movimiento sospechoso detectado
ANBU-1829,2025-02-01 07:45:00,Shikamaru,Suna,4567.77,S,En curso,Escolta de persona VIP
ANBU-1830,2025-02-01 16:24:00,Kankuro,Iwa,2414.64,D,Éxito,Enemigo a la vista
ANBU-1831,2025-02-01 03:10:00,Choji,Suna,548.61,S,En curso,Patrulla rutinaria
ANBU-1832,2025-02-04 02:33:00,Temari,Amegakure,1779.46,D,Sospechoso,Escolta de persona VIP
ANBU-1833,2025-02-04 17:57:00,Ino,Suna ,7511.21,B,Sospechoso,Sustitución de guardias
ANBU-1834,2025-02-02 06:16:00,Naruto,Suna,2669.62,B,Éxito,Patrulla rutinaria
ANBU-1835,2025-02-04 16:24:00,Gaara,Iwa,7401.15,C,Éxito,Posible espía detectado
ANBU-1836,2025-02-01 21:10:00,Kankuro,Iwa,2933.16,D,Éxito,Misión de reconocimiento en fronteras
ANBU-1837,2025-02-01 20:57:00,Temari,Iwa,3052.47,A,En curso,Posible espía detectado
ANBU-1838,2025-02-03 09:07:00,Gaara,Amegakure,7632.71,S,En curso,Patrulla rutinaria
ANBU-1839,2025-02-05 04:42:00,,Kiri,5116.88,B,Sospechoso,Posible espía detectado
ANBU-1840,2025-02-06 23:11:00,Ino,Iwa,6442.44,B,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1841,2025-02-02 22:53:00,Temari,Kumo,1560.17,C,Éxito,Movimiento sospechoso detectado
ANBU-1842,2025-02-03 16:34:00,Naruto,Suna,1953.74,S,Fallo,Patrulla rutinaria
ANBU-1843,2025-02-05 23:18:00,Ino,Iwa,6829.89,A,En curso,Posible espía detectado
ANBU-1844,2025-02-02 17:05:00,Kakashi,Kumo,6700.57,B,Fallo,Escolta de persona VIP
ANBU-1845,2025-02-04 11:45:00,Sakura,Kumo,1953.49,C,Sospechoso,Posible espía detectado
ANBU-1846,2025-02-06 10:05:00,Gaara,Suna,858.27,B,En curso,Patrulla rutinaria
ANBU-1847,2025-02-01 13:12:00,Choji,Suna,2057.24,B,En curso,Misión de reconocimiento en fronteras
ANBU-1848,2025-02-06 12:29:00,Shikamaru,Kiri,3568.9,D,Fallo,Patrulla rutinaria
ANBU-1849,2025-02-04 18:30:00,Kankuro, suna,1759.07,C,En curso,Posible espía detectado
ANBU-1850,2025-02-02 11:05:00,Kankuro,Kiri,3913.18,B,Sospechoso,Patrulla rutinaria
ANBU-1851,2025-02-04 10:36:00,Sasuke,Suna,5478.59,A,Fallo,Sustitución de guardias
ANBU-1852,2025-02-06 07:29:00,Kankuro,Konoha,853.18,S,Sospechoso,Escolta de persona VIP
ANBU-1853,2025-02-06 02:23:00,Temari,Kiri,4287.1,S,Éxito,Sustitución de guardias
ANBU-1854,2025-02-04 19:15:00,Gaara,Suna ,2009.73,A,Fallo,Sustitución de guardias
ANBU-1855,2025-02-05 20:51:00,Ino,Kumo,1164.66,S,Éxito,Escolta de persona VIP
ANBU-1856,2025-02-01 14:23:00,Sasuke,Amegakure,6786.01,B,Fallo,Escolta de persona VIP
ANBU-1857,2025-02-03 21:49:00,Kakashi,Konoha,2104.99,B,Éxito,Posible espía detectado
ANBU-1858,2025-02-01 16:12:00,Naruto,Konoha,4449.9,A,Fallo,Movimiento sospechoso detectado
ANBU-1859,2025-02-01 23:24:00,Kakashi,Suna,2175.6,D,Éxito,Movimiento sospechoso detectado
ANBU-1860,2025-02-05 14:36:00,Temari,Konoha,4873.79,C,Éxito,Movimiento sospechoso detectado
ANBU-1861,2025-02-03 18:58:00,Kankuro,Amegakure,6803.87,A,Éxito,Patrulla rutinaria
ANBU-1862,2025-02-02 11:26:00,Gaara,Konoha_,1959.57,A,Éxito,Patrulla rutinaria
ANBU-1863,2025-02-06 11:12:00,Temari, Lluvia,6920.15,C,Fallo,Recuperación de pergamino secreto
ANBU-1864,2025-02-03 05:13:00,Kakashi,Suna ,999999.0,B,Éxito,Misión de reconocimiento en fronteras
ANBU-1865,2025-02-06 03:25:00,Shikamaru,Kiri,2021.86,S,En curso,Patrulla rutinaria
ANBU-1866,2025-02-05 10:36:00,Shikamaru,Konoha,7426.83,D,En curso,Misión de reconocimiento en fronteras
ANBU-1867,2025-02-02 05:47:00,Kankuro,Amegakure,7004.03,S,Fallo,Enemigo a la vista
ANBU-1868,2025-02-05 08:28:00,Temari,Kumo,5748.11,B,En curso,Sustitución de guardias
ANBU-1869,2025-02-02 00:10:00,Shikamaru,Kumo,4468.86,C,Sospechoso,Posible espía detectado
ANBU-1870,2025-02-06 11:36:00,Choji,Amegakure,7333.51,S,En curso,Recuperación de pergamino secreto
ANBU-1871,2025-02-01 19:15:00,Kakashi,Suna,7897.64,S,Sospechoso,Escolta de persona VIP
ANBU-1872,2025-02-06 01:19:00,Ino,Kiri,2026.49,S,Fallo,Movimiento sospechoso detectado
ANBU-1873,2025-02-01 23:37:00,Kankuro,Kiri,,A,Fallo,Sustitución de guardias
ANBU-1874,2025-02-04 17:03:00,Choji,Iwa,642.5,C,En curso,Vigilancia de puesto avanzado
ANBU-1875,2025-02-05 02:22:00,Choji,Kiri,938.86,C,Fallo,Escolta de persona VIP
ANBU-1876,2025-02-05 19:21:00,Temari,SUNA,2107.73,A,Fallo,Misión de reconocimiento en fronteras
ANBU-1877,2025-02-06 15:23:00,Kankuro,Suna,1791.76,B,Éxito,Vigilancia de puesto avanzado
ANBU-1878,2025-02-06 04:12:00,Temari,Amegakure,7038.81,S,Éxito,Movimiento sospechoso detectado
ANBU-1879,2025-02-05 15:54:00,Kankuro,Kumo,3283.31,B,Éxito,Posible espía detectado
ANBU-1880,2025-02-05 09:59:00,Choji,Amegakure,7798.53,B,Éxito,Misión de reconocimiento en fronteras
ANBU-1881,2025-02-01 14:34:00,Kankuro, suna,3384.06,C,Sospechoso,Patrulla rutinaria
ANBU-1882,2025-02-01 21:53:00,Shikamaru,Amegakure,3195.13,D,Fallo,Patrulla rutinaria
ANBU-1883,2025-02-03 23:37:00,Shikamaru,Kiri,4894.86,D,Sospechoso,Recuperación de pergamino secreto
ANBU-1884,2025-02-02 11:18:00,Kankuro,Kiri,7415.91,S,En curso,Recuperación de pergamino secreto
ANBU-1885,2025-02-01 12:32:00,Ino,Konoha_,5138.54,D,Éxito,Sustitución de guardias
ANBU-1886,2025-02-05 08:27:00,Gaara,Konoha_,1651.86,D,Éxito,Posible espía detectado
ANBU-1887,2025-02-03 06:48:00,Ino,Konoha,0.0,C,En curso,Posible espía detectado
ANBU-1888,2025-02-01 18:29:00,Sakura,Konoha,7103.36,C,Éxito,Escolta de persona VIP
ANBU-1889,2025-02-06 17:35:00,Sakura,Kumo,7710.17,C,Éxito,Misión de reconocimiento en fronteras
ANBU-1890,2025-02-06 07:15:00,Kakashi,Suna,4056.48,A,Éxito,Escolta de persona VIP
ANBU-1891,2025-02-04 14:45:00,Sasuke, Lluvia,6209.03,B,Sospechoso,Sustitución de guardias
ANBU-1892,2025-02-02 10:11:00,Choji,Iwa,501.99,B,Fallo,Posible espía detectado
ANBU-1893,2025-02-03 03:18:00,Kankuro, Lluvia,4952.68,C,Fallo,Posible espía detectado
ANBU-1894,2025-02-03 23:30:00,Naruto,Suna,6759.48,D,En curso,Sustitución de guardias
ANBU-1895,2025-02-05 12:30:00,Kankuro,Kumo,4214.31,D,Éxito,Posible espía detectado
ANBU-1896,2025-02-04 01:33:00,Shikamaru,Suna,1454.14,S,Sospechoso,Movimiento sospechoso detectado
ANBU-1897,2025-02-04 22:12:00,Kakashi,Amegakure,1211.76,S,Éxito,Escolta de persona VIP
ANBU-1898,2025-02-04 08:00:00,Ino,Kiri,1218.78,D,En curso,Patrulla rutinaria
ANBU-1899,2025-02-02 10:57:00,Shikamaru,Konoha_,7614.45,A,Sospechoso,Sustitución de guardias
ANBU-1900,2025-02-03 20:29:00,Naruto,Iwa,1915.71,C,Éxito,Escolta de persona VIP
ANBU-1901,2025-02-02 00:46:00,Ino,SUNA,2613.94,A,Éxito,Movimiento sospechoso detectado
ANBU-1902,2025-02-05 15:25:00,Choji,Amegakure,6622.85,A,Éxito,Escolta de persona VIP
ANBU-1903,2025-02-03 06:48:00,Ino,Konoha,3192.33,B,Éxito,Vigilancia de puesto avanzado
ANBU-1904,2025-02-05 11:12:00,Ino,Suna,5392.41,D,Fallo,Vigilancia de puesto avanzado
ANBU-1905,2025-02-01 07:34:00,Temari,Amegakure,823.6,B,Sospechoso,Enemigo a la vista
ANBU-1906,2025-02-01 07:01:00,Temari,Iwa,3556.91,D,En curso,Posible espía detectado
ANBU-1907,2025-02-01 17:59:00,Naruto,Iwa,1250.96,D,Fallo,Vigilancia de puesto avanzado
ANBU-1908,2025-02-03 18:13:00,Temari,Suna,7177.24,C,Fallo,Vigilancia de puesto avanzado
ANBU-1909,2025-02-03 18:50:00,Kankuro,Amegakure,6518.57,S,Éxito,Patrulla rutinaria
ANBU-1910,2025-02-05 17:02:00,Kakashi,Kumo,6500.06,S,Sospechoso,Escolta de persona VIP
ANBU-1911,2025-02-05 16:50:00,Sasuke,Kumo,4625.26,D,Fallo,Misión de reconocimiento en fronteras
ANBU-1912,2025-02-06 11:15:00,Sasuke,Suna,4256.43,S,En curso,Misión de reconocimiento en fronteras
ANBU-1913,2025-02-03 05:25:00,Kankuro,Iwa,1744.96,B,Fallo,Vigilancia de puesto avanzado
ANBU-1914,2025-02-05 07:11:00,Gaara,Suna,3818.76,B,Sospechoso,Escolta de persona VIP
ANBU-1915,2025-02-03 05:29:00,Shikamaru,Kumo,4393.59,C,En curso,Patrulla rutinaria
ANBU-1916,2025-02-03 14:30:00,Kakashi,Suna,2739.63,D,Fallo,Vigilancia de puesto avanzado
ANBU-1917,2025-02-04 13:30:00,Kakashi,Amegakure,3898.74,B,Fallo,Patrulla rutinaria
ANBU-1918,2025-02-02 03:41:00,Sakura,Konoha,4650.18,S,Fallo,Enemigo a la vista
ANBU-1919,2025-02-03 07:23:00,Shikamaru,Suna,4818.63,B,Éxito,Sustitución de guardias
ANBU-1920,2025-02-06 14:50:00,,Kiri,7615.62,A,Éxito,Escolta de persona VIP
ANBU-1921,2025-02-03 09:53:00,Gaara,Suna,4476.23,A,En curso,Recuperación de pergamino secreto
ANBU-1922,2025-02-01 14:15:00,Kakashi,Suna,3612.06,S,Fallo,Enemigo a la vista
ANBU-1923,2025-02-03 12:37:00,Sakura,Kiri,1055.69,S,Sospechoso,Movimiento sospechoso detectado
ANBU-1924,2025-02-05 15:53:00,Gaara,Kumo,5305.75,A,En curso,Recuperación de pergamino secreto
ANBU-1925,2025-02-04 11:55:00,Kakashi,Konoha,1145.13,A,Sospechoso,Movimiento sospechoso detectado
ANBU-1926,2025-02-05 04:35:00,Naruto,Konoha,3885.5,S,Fallo,Enemigo a la vista
ANBU-1927,2025-02-06 04:18:00,Sasuke,Kumo,3230.13,B,Sospechoso,Sustitución de guardias
ANBU-1928,2025-02-01 04:29:00,Gaara,Konoha,2423.91,D,Sospechoso,Recuperación de pergamino secreto
ANBU-1929,2025-02-06 20:01:00,Shikamaru,Suna,7306.48,S,Fallo,Misión de reconocimiento en fronteras
ANBU-1930,2025-02-02 08:20:00,Gaara,Suna,640.82,C,Fallo,Movimiento sospechoso detectado
ANBU-1931,2025-02-01 16:24:00,Sasuke,Amegakure,,B,Sospechoso,Escolta de persona VIP
ANBU-1932,2025-02-05 17:23:00,Temari,Iwa,500.97,B,Éxito,Enemigo a la vista
ANBU-1933,2025-02-03 20:22:00,Temari,konoha,5315.84,D,Fallo,Enemigo a la vista
ANBU-1934,2025-02-03 07:35:00,Choji,SUNA,4131.01,C,Fallo,Vigilancia de puesto avanzado
ANBU-1935,2025-02-04 13:16:00,Temari, Konoha,6696.34,C,En curso,Sustitución de guardias
ANBU-1936,2025-02-05 20:26:00,Sasuke,Suna,7279.57,D,Sospechoso,Recuperación de pergamino secreto
ANBU-1937,2025-02-06 06:22:00,Sakura,Kumo,6828.72,A,En curso,Movimiento sospechoso detectado
ANBU-1938,2025-02-04 05:18:00,Choji,Konoha,6348.93,D,En curso,Enemigo a la vista
ANBU-1939,2025-02-06 19:27:00,Ino,Amegakure,7472.92,C,Fallo,Vigilancia de puesto avanzado
ANBU-1940,2025-02-02 20:00:00,Sasuke,Kumo,653.29,C,Éxito,Enemigo a la vista
ANBU-1941,2025-02-06 11:27:00,Kankuro,Iwa,3433.82,C,Sospechoso,Posible espía detectado
ANBU-1942,2025-02-01 08:18:00,Sakura,Iwa,3225.26,B,Éxito,Posible espía detectado
ANBU-1943,2025-02-06 21:17:00,Shikamaru,Kiri,0.0,A,En curso,Posible espía detectado
ANBU-1944,2025-02-02 18:46:00,Choji,Amegakure,7498.07,A,En curso,Posible espía detectado
ANBU-1945,2025-02-04 11:48:00,Temari,Iwa,1694.52,S,Éxito,Recuperación de pergamino secreto
ANBU-1946,2025-02-02 17:04:00,Temari,Konoha,6374.22,S,Sospechoso,Enemigo a la vista
ANBU-1947,2025-02-04 14:55:00,Kankuro,Suna,3988.18,B,En curso,Escolta de persona VIP
ANBU-1948,2025-02-05 19:11:00,Sasuke,Konoha,5826.53,S,Éxito,Movimiento sospechoso detectado
ANBU-1949,2025-02-05 16:05:00,Naruto,Suna,2276.58,B,En curso,Posible espía detectado
ANBU-1950,2025-02-04 23:14:00,Gaara,Suna,,S,Fallo,Recuperación de pergamino secreto
ANBU-1951,2025-02-04 15:08:00,Gaara,SUNA,6092.29,A,En curso,Recuperación de pergamino secreto
ANBU-1952,2025-02-06 14:46:00,Temari,Amegakure,1084.97,C,Fallo,Movimiento sospechoso detectado
ANBU-1953,2025-02-05 11:31:00,Gaara,Kiri,,S,Sospechoso,Patrulla rutinaria
ANBU-1954,2025-02-04 04:09:00,,Kiri,1376.73,S,Éxito,Enemigo a la vista
ANBU-1955,2025-02-04 04:27:00,Naruto,Kumo,5554.3,D,Sospechoso,Vigilancia de puesto avanzado
ANBU-1956,2025-02-01 21:50:00,Ino,Kiri,7209.32,B,Fallo,Misión de reconocimiento en fronteras
ANBU-1957,2025-02-04 04:32:00,Temari,Kumo,7202.06,C,Fallo,Escolta de persona VIP
ANBU-1958,2025-02-01 23:56:00,Shikamaru,Kiri,1957.84,A,Fallo,Misión de reconocimiento en fronteras
ANBU-1959,2025-02-01 04:01:00,Temari,Kumo,6383.78,B,Fallo,Recuperación de pergamino secreto
ANBU-1960,2025-02-06 17:11:00,Naruto,Suna,2430.01,B,En curso,Patrulla rutinaria
ANBU-1961,2025-02-03 22:37:00,Ino,KONOHA ,3997.93,D,Fallo,Escolta de persona VIP
ANBU-1962,2025-02-06 23:17:00,Ino,Kumo,4078.26,C,Éxito,Vigilancia de puesto avanzado
ANBU-1963,2025-02-03 04:14:00,Ino,Amegakure,5289.19,D,En curso,Escolta de persona VIP
ANBU-1964,2025-02-06 18:41:00,,Kiri,2490.74,B,Éxito,Recuperación de pergamino secreto
ANBU-1965,2025-02-02 02:13:00,Temari,Kiri,6071.69,A,En curso,Posible espía detectado
ANBU-1966,2025-02-06 10:01:00,Temari,Kiri,4098.14,S,En curso,Movimiento sospechoso detectado
ANBU-1967,2025-02-01 16:44:00,Choji,Suna,4697.77,D,Sospechoso,Recuperación de pergamino secreto
ANBU-1968,2025-02-05 19:01:00,Gaara,Kiri,5612.42,C,En curso,Misión de reconocimiento en fronteras
ANBU-1969,2025-02-06 08:58:00,Choji,Iwa,5092.35,C,En curso,Vigilancia de puesto avanzado
ANBU-1970,2025-02-02 05:09:00,Shikamaru,Iwa,2130.13,C,Sospechoso,Vigilancia de puesto avanzado
ANBU-1971,2025-02-06 02:45:00,Kankuro,Kumo,7312.29,S,En curso,Enemigo a la vista
ANBU-1972,2025-02-04 00:26:00,Kankuro,Kumo,910.76,S,En curso,Misión de reconocimiento en fronteras
ANBU-1973,2025-02-04 15:12:00,Gaara,konoha,6254.37,S,Fallo,Vigilancia de puesto avanzado
ANBU-1974,2025-02-03 05:02:00,Temari,Kumo,3658.63,C,Sospechoso,Enemigo a la vista
ANBU-1975,2025-02-04 21:33:00,Sakura,Amegakure,4092.18,A,Éxito,Posible espía detectado
ANBU-1976,2025-02-03 00:44:00,Choji,Kumo,6002.21,C,Fallo,Movimiento sospechoso detectado
ANBU-1977,2025-02-04 03:58:00,Choji,Konoha,5268.43,A,Éxito,Patrulla rutinaria
ANBU-1978,2025-02-02 05:06:00,Choji, Lluvia,4280.32,S,Éxito,Recuperación de pergamino secreto
ANBU-1979,2025-02-05 05:08:00,Ino,Kumo,579.04,A,Éxito,Movimiento sospechoso detectado
ANBU-1980,2025-02-01 17:46:00,Gaara,Kiri,7348.75,D,Sospechoso,Patrulla rutinaria
ANBU-1981,2025-02-05 10:24:00,Shikamaru,Iwa,3420.44,A,En curso,Sustitución de guardias
ANBU-1982,2025-02-02 07:48:00,Gaara,Kumo,2405.74,A,En curso,Posible espía detectado
ANBU-1983,2025-02-02 00:41:00,Temari,Iwa,5283.02,C,Éxito,Posible espía detectado
ANBU-1984,2025-02-03 23:52:00,Choji,Amegakure,2357.08,B,Sospechoso,Sustitución de guardias
ANBU-1985,2025-02-01 19:37:00,Ino,Iwa,1279.06,S,Fallo,Posible espía detectado
ANBU-1986,2025-02-05 03:05:00,Kankuro,Kumo,1937.0,C,Sospechoso,Recuperación de pergamino secreto
ANBU-1987,2025-02-01 12:31:00,Temari,Kiri,7940.84,D,Sospechoso,Patrulla rutinaria
ANBU-1988,2025-02-04 10:47:00,Sakura,Iwa,6252.11,C,Sospechoso,Recuperación de pergamino secreto
ANBU-1989,2025-02-06 04:57:00,Gaara,Kiri,,S,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1990,2025-02-01 13:59:00,Shikamaru,Konoha,6648.21,C,Sospechoso,Sustitución de guardias
ANBU-1991,2025-02-03 12:38:00,Naruto,Kumo,640.48,D,En curso,Sustitución de guardias
ANBU-1992,2025-02-05 03:20:00,Naruto,Iwa,6814.1,A,En curso,Movimiento sospechoso detectado
ANBU-1993,2025-02-06 10:07:00,Naruto, suna,5622.08,A,En curso,Misión de reconocimiento en fronteras
ANBU-1994,2025-02-03 00:29:00,Choji,Konoha,7389.01,S,Éxito,Posible espía detectado
ANBU-1995,2025-02-01 06:09:00,Gaara,Amegakure,5782.05,S,Éxito,Patrulla rutinaria
ANBU-1996,2025-02-05 07:02:00,Ino,Suna ,5645.23,D,Éxito,Sustitución de guardias
ANBU-1997,2025-02-04 04:17:00,Gaara,Iwa,3548.37,D,Sospechoso,Misión de reconocimiento en fronteras
ANBU-1998,2025-02-05 01:55:00,Naruto,Kiri,7618.38,A,Éxito,Patrulla rutinaria
ANBU-1999,2025-02-03 21:48:00,Choji,Iwa,3404.42,B,En curso,Misión de reconocimiento en fronteras
ANBU-2000,2025-02-03 12:15:00,Sasuke,Kiri,6302.86,D,Éxito,Escolta de persona VIP
ANBU-2001,2025-02-05 18:46:00,Kankuro,Konoha,1310.28,S,Éxito,Escolta de persona VIP
ANBU-2002,2025-02-01 17:33:00,Choji,konoha,7950.38,A,En curso,Sustitución de guardias
ANBU-2003,2025-02-02 04:10:00,Shikamaru,Konoha,3782.6,B,Fallo,Posible espía detectado
ANBU-2004,2025-02-02 17:01:00,Shikamaru, Lluvia,1292.11,D,En curso,Misión de reconocimiento en fronteras
ANBU-2005,2025-02-03 16:59:00,Shikamaru,Suna,4504.97,S,Sospechoso,Misión de reconocimiento en fronteras
ANBU-2006,2025-02-05 11:10:00,,Kiri,4213.42,S,Éxito,Sustitución de guardias
ANBU-2007,2025-02-01 01:17:00,Ino,Iwa,800.2,S,Sospechoso,Enemigo a la vista
