id,fecha,producto,precio,cantidad
10709,2023-07-30,Tanto Madera,800.13,2
10710,2023-01-23,Tanto Madera,1498.28,3
10711,12-14-2023,Shuriken,156.7,5
10712,10-19-2023,tanto madera,1215.89,4
10713,2023-08-13,Nodachi Elite,1276.42,6
10714,18/10/2023,Kunai Hierro,862.24,1
10715,Hace 2 dias,Katana Acero,704.35,1
10716,Hace 2 dias,Boken Entrenamiento,ERR,7
10717,05-17-2023,Tanto Madera,ERR,-1
10718,Ayer,Katana Acero,ERR,1
10719,Ayer,katana acero,469.67,6
10720,07-04-2023,Katana Acero,263.2,2
10721,Hace 2 dias,Boken Entrenamiento,589.5,8
10722,12/12/2023,Tanto Madera,51.71,3
10723,Hace 2 dias,Tanto Madera,933.28,1
10724,2023-03-08,Katana Acero,,3
10725,Ayer,Boken Entrenamiento,55.33,10
10726,Ayer,Kunai Hierro,1084.82,9
10727,2023-04-01,Nodachi Elite,1411.56,6
10728,21/05/2023,Shuriken,1301.59,6
10729,Hace 2 dias,  Boken Entrenamiento  ,ERR,2
10730,28/08/2023,Shuriken,286.25,7
10731,15/02/2023,Kunai Hierro,31.55,9
10731,15/02/2023,Kunai Hierro,31.55,9
10732,2023-08-24,Shuriken,1195.4,6
10733,04/06/2023,Nodachi Elite,692.06,5
10734,15/02/2023,Shuriken,1052.08,3
10735,22/11/2023,Boken Entrenamiento,1181.98,4
10736,16/01/2023,Boken Entrenamiento,103.13,7
10736,16/01/2023,Boken Entrenamiento,103.13,7
10737,08-03-2023,Boken Entrenamiento,102.49,2
10738,02-18-2023,Boken Entrenamiento,1242.9,6
10739,08-16-2023,tanto madera,986.09,6
10740,2023-07-20,Tanto Madera,1149.18,7
10741,Ayer,Kunai Hierro,399.09,6
10742,03/01/2023,Katana Acero,134.35,2
10743,04/07/2023,Katana Acero,302.79,6
10744,2023-11-11,katana acero,457.72,9
10745,26/05/2023,Boken Entrenamiento,587.94,9
10746,03-30-2023,Shuriken,1215.01,2
10747,2023-11-24,Katana Acero,1200.69,5
10748,Ayer,Boken Entrenamiento,655.47,7
10749,2023-10-25,Tanto Madera,1297.68,5
10750,2023-08-02,Katana Acero,464.67,8
10751,2023-10-29,Katana Acero,325.01,8
10752,2023-03-06,Boken Entrenamiento,1409.44,9
10753,Ayer,Tanto Madera,99.79,1
10753,Ayer,Tanto Madera,99.79,1
10754,19/12/2023,Nodachi Elite,952.39,8
10755,17/09/2023,Nodachi Elite,718.26,5
10756,2023-06-14,Katana Acero,753.28,5
10757,21/03/2023,Nodachi Elite,219.8,8
10758,02/11/2023,Kunai Hierro,467.48,9
10759,Ayer,Nodachi Elite,1402.72,3
10760,2023-11-21,Shuriken,920.27,10
10761,Hace 2 dias,Boken Entrenamiento,1365.57,2
10762,21/10/2023,Kunai Hierro,51.77,-1
10763,06/03/2023,Shuriken,831.47,10
10764,2023-07-05,Shuriken,52.19,8
10765,2023-08-24,Nodachi Elite,308.7,1
10766,28/09/2023,Katana Acero,1447.38,7
10767,02-26-2023,Kunai Hierro,807.67,1
10768,19/12/2023,Tanto Madera,1014.18,9
10769,03/10/2023,Kunai Hierro,985.0,5
10770,2023-03-08,Shuriken,1412.82,7
10771,Ayer,Shuriken,29.32,9
10772,2023-08-24,Nodachi Elite,555.12,10
10773,10-17-2023,Kunai Hierro,720.23,6
10774,2023-02-18,Shuriken,,9
10775,09/01/2023,Tanto Madera,186.01,6
10776,04-25-2023,Kunai Hierro,1319.71,8
10777,08-25-2023,Kunai Hierro,902.15,10
10778,2023-08-08,Boken Entrenamiento,856.07,4
10779,12-02-2023,Katana Acero,733.9,7
10780,Hace 2 dias,Tanto Madera,1203.1,5
10781,Hace 2 dias,Boken Entrenamiento,249.84,4
10782,15/11/2023,  Shuriken  ,875.96,6
10783,2023-09-06,Tanto Madera,446.82,4
10784,Ayer,Tanto Madera,1294.6,3
10785,2023-08-24,Tanto Madera,1125.52,7
10786,Hace 2 dias,Nodachi Elite,892.33,8
10787,Ayer,Boken Entrenamiento,1458.8,9
10788,Hace 2 dias,Tanto Madera,941.07,10
10789,14/11/2023,Katana Acero,1462.29,10
10790,2023-11-15,Tanto Madera,371.86,7
10791,12/06/2023,Boken Entrenamiento,1126.78,3
10792,13/07/2023,  Tanto Madera  ,1193.14,7
10793,Hace 2 dias,  Katana Acero  ,456.7,5
10794,2023-04-07,Katana Acero,267.33,4
10795,03-27-2023,Katana Acero,372.91,1
10796,18/03/2023,Katana Acero,1265.84,2
10797,2023-06-27,Shuriken,617.67,10
10798,2023-04-25,Katana Acero,155.47,8
10799,07-31-2023,Katana Acero,ERR,3
10800,2023-03-06,Shuriken,880.05,8
10801,04/01/2023,Nodachi Elite,1114.48,7
10802,11-09-2023,Shuriken,1203.84,5
10803,2023-07-11,Shuriken,479.79,5
10804,01-06-2023,Nodachi Elite,504.31,6
10805,2023-04-17,Shuriken,18.67,6
10806,17/08/2023,Boken Entrenamiento,701.55,6
10807,2023-03-26,Katana Acero,299.58,6
10808,Hace 2 dias,Kunai Hierro,ERR,1
10809,07-04-2023,katana acero,,1
10810,09-14-2023,Katana Acero,1251.13,4
10811,22/12/2023,tanto madera,1114.21,10
10812,2023-06-19,Kunai Hierro,1429.34,7
10813,07-29-2023,  Kunai Hierro  ,299.43,3
10814,12/06/2023,Katana Acero,1167.22,1
10815,2023-01-10,Shuriken,506.77,3
10816,Ayer,  Katana Acero  ,1211.31,5
10817,2023-11-04,Tanto Madera,28.05,3
10818,04/05/2023,Nodachi Elite,1092.94,1
10819,Hace 2 dias,Nodachi Elite,314.92,2
10820,04-28-2023,Boken Entrenamiento,1038.56,10
10820,04-28-2023,Boken Entrenamiento,1038.56,10
10821,11-20-2023,Boken Entrenamiento,1263.46,9
10822,06-27-2023,Tanto Madera,1365.57,10
10823,Hace 2 dias,Nodachi Elite,1387.66,3
10824,2023-09-08,Shuriken,1130.25,9
10825,01-13-2023,Nodachi Elite,82.57,4
10826,2023-09-05,Tanto Madera,618.91,8
10827,22/12/2023,kunai hierro,,5
10828,2023-05-24,Boken Entrenamiento,324.21,7
10829,2023-09-17,Nodachi Elite,979.53,1
10830,03-04-2023,Tanto Madera,1352.81,10
10831,Ayer,Boken Entrenamiento,203.01,6
10832,Ayer,  Katana Acero  ,858.96,3
10833,08-04-2023,Nodachi Elite,905.05,10
10834,23/07/2023,Boken Entrenamiento,728.75,4
10835,2023-03-23,Shuriken,ERR,7
10836,Hace 2 dias,Nodachi Elite,894.81,1
10837,2023-06-22,Nodachi Elite,236.72,7
10838,12-26-2023,Shuriken,574.75,2
10839,Hace 2 dias,Nodachi Elite,,4
10840,12/09/2023,Tanto Madera,29.92,8
10841,16/10/2023,Nodachi Elite,474.86,9
10842,2023-03-04,Katana Acero,1315.23,2
10843,15/10/2023,  Shuriken  ,1430.4,3
10844,24/05/2023,Boken Entrenamiento,935.25,4
10845,07-29-2023,Tanto Madera,744.86,9
10846,Hace 2 dias,Shuriken,ERR,7
10847,2023-10-19,Nodachi Elite,573.26,4
10848,10-13-2023,Tanto Madera,1021.78,5
10849,2023-06-06,tanto madera,614.65,3
10850,2023-05-08,Tanto Madera,437.73,2
10851,26/04/2023,Shuriken,1097.75,3
10852,15/10/2023,Nodachi Elite,656.74,5
10853,25/01/2023,kunai hierro,648.92,10
10854,02-20-2023,Shuriken,1147.21,4
10855,Hace 2 dias,Nodachi Elite,394.61,5
10856,12-11-2023,Boken Entrenamiento,951.51,9
10857,2023-01-31,Tanto Madera,76.83,7
10858,2023-09-01,Boken Entrenamiento,1092.59,6
10859,05-16-2023,Nodachi Elite,481.47,8
10860,Hace 2 dias,Kunai Hierro,1332.97,9
10861,Ayer,Boken Entrenamiento,243.59,10
10862,2023-05-25,Shuriken,,8
10863,05-02-2023,Nodachi Elite,1148.87,2
10864,Hace 2 dias,Kunai Hierro,1465.78,1
10865,2023-09-09,Katana Acero,ERR,1
10866,03/08/2023,Katana Acero,45.62,10
10867,2023-05-23,Shuriken,1236.32,7
10868,30/09/2023,  Nodachi Elite  ,110.19,9
10869,09-10-2023,  Tanto Madera  ,1071.38,3
10870,Hace 2 dias,Tanto Madera,843.99,9
10871,2023-02-22,Tanto Madera,1320.39,10
10872,2023-04-23,Nodachi Elite,150.61,6
10873,04-28-2023,Boken Entrenamiento,125.66,6
10874,Hace 2 dias,Nodachi Elite,1039.86,6
10875,Hace 2 dias,Katana Acero,1453.72,1
10876,Hace 2 dias,Nodachi Elite,819.11,4
10876,Hace 2 dias,Nodachi Elite,819.11,4
10877,Hace 2 dias,Katana Acero,311.57,6
10878,12-08-2023,Shuriken,610.93,3
10879,20/05/2023,Tanto Madera,1254.06,3
10880,Hace 2 dias,Katana Acero,1455.67,3
10881,2023-02-14,Shuriken,1409.28,4
10882,Hace 2 dias,Kunai Hierro,182.36,5
10883,2023-10-20,Kunai Hierro,1411.25,9
10884,Hace 2 dias,Kunai Hierro,1386.03,8
10885,Ayer,Nodachi Elite,ERR,10
10886,04-25-2023,Nodachi Elite,,3
10887,2023-11-26,Nodachi Elite,592.34,4
10888,17/07/2023,Shuriken,408.4,6
10889,Ayer,Shuriken,1291.81,10
10890,20/06/2023,Boken Entrenamiento,1275.2,8
10891,19/08/2023,  Boken Entrenamiento  ,435.42,4
10892,10-27-2023,Kunai Hierro,884.15,8
10893,2023-04-18,Tanto Madera,811.3,8
10894,Ayer,Tanto Madera,1079.86,6
10895,10-28-2023,Kunai Hierro,174.73,5
10896,2023-01-20,Katana Acero,1226.11,7
10897,09-25-2023,tanto madera,396.39,7
10898,02/03/2023,Nodachi Elite,1098.36,9
10899,Hace 2 dias,Tanto Madera,1406.48,5
10900,03-22-2023,Kunai Hierro,830.82,10
10900,03-22-2023,Kunai Hierro,830.82,10
10901,05-04-2023,Tanto Madera,920.67,9
10902,2023-09-19,Shuriken,313.49,2
10903,13/11/2023,Kunai Hierro,,8
10904,Hace 2 dias,Katana Acero,275.48,4
10905,12/10/2023,Nodachi Elite,725.86,9
10906,2023-04-03,Katana Acero,797.17,10
10907,2023-06-13,Tanto Madera,,1
10907,2023-06-13,Tanto Madera,,1
10908,Ayer,Katana Acero,1381.96,1
10909,05-22-2023,Kunai Hierro,37.09,1
10910,23/01/2023,Shuriken,1036.73,8
10911,Hace 2 dias,Tanto Madera,151.29,7
10912,10/11/2023,Katana Acero,817.14,-1
10913,Ayer,  Katana Acero  ,,9
10914,04-22-2023,Tanto Madera,1374.28,3
10915,04-28-2023,  Kunai Hierro  ,798.73,1
10916,26/04/2023,Kunai Hierro,182.37,10
10917,02-04-2023,Katana Acero,92.12,3
10918,2023-08-12,Shuriken,16.44,9
10919,2023-08-28,Katana Acero,796.28,10
10920,05/04/2023,Katana Acero,407.55,2
10921,04-26-2023,Tanto Madera,220.21,1
10922,2023-03-30,Nodachi Elite,343.08,6
10923,Hace 2 dias,Katana Acero,1447.75,5
10924,2023-09-23,Tanto Madera,ERR,1
10925,Ayer,Nodachi Elite,271.85,9
10926,2023-02-14,Kunai Hierro,880.48,10
10927,03-26-2023,  Boken Entrenamiento  ,1378.3,6
10928,Hace 2 dias,Tanto Madera,193.45,3
10929,Hace 2 dias,Kunai Hierro,1140.0,8
10930,16/12/2023,Tanto Madera,ERR,8
10931,Hace 2 dias,Katana Acero,40.04,9
10932,2023-06-26,Nodachi Elite,356.02,9
10933,Hace 2 dias,Katana Acero,112.88,8
10934,11/09/2023,Shuriken,159.3,4
10935,02/09/2023,Katana Acero,683.87,8
10936,29/12/2023,Tanto Madera,ERR,1
10937,12/09/2023,Katana Acero,281.42,7
10938,Ayer,boken entrenamiento,,7
10939,Hace 2 dias,Shuriken,573.82,9
10940,2023-09-19,Katana Acero,418.0,6
10940,2023-09-19,Katana Acero,418.0,6
10941,Hace 2 dias,Katana Acero,326.92,5
10941,Hace 2 dias,Katana Acero,326.92,5
10942,16/06/2023,Katana Acero,762.27,6
10943,03/07/2023,Kunai Hierro,,4
10944,2023-07-25,tanto madera,197.21,7
10945,04/06/2023,Kunai Hierro,619.48,8
10946,24/09/2023,Katana Acero,ERR,1
10947,10-23-2023,Boken Entrenamiento,962.1,6
10948,Hace 2 dias,Boken Entrenamiento,1087.56,8
10949,12-02-2023,Tanto Madera,414.45,6
10950,11-23-2023,Katana Acero,76.22,8
10951,Hace 2 dias,Shuriken,172.06,-1
10952,Hace 2 dias,Katana Acero,606.02,6
10953,2023-05-06,Katana Acero,1192.04,9
10954,Hace 2 dias,Kunai Hierro,832.94,2
10955,16/03/2023,Katana Acero,1087.98,7
10956,12-06-2023,Kunai Hierro,1363.3,4
10957,Hace 2 dias,  Kunai Hierro  ,602.46,7
10958,Hace 2 dias,Katana Acero,1358.64,8
10959,Hace 2 dias,Tanto Madera,328.63,5
10960,2023-11-08,Nodachi Elite,732.87,5
10961,2023-01-31,Boken Entrenamiento,1341.62,7
10962,11-15-2023,Boken Entrenamiento,47.18,5
10963,10-02-2023,Kunai Hierro,98.12,4
10964,22/02/2023,Katana Acero,377.77,6
10965,2023-04-07,Nodachi Elite,313.3,8
10966,08-12-2023,Boken Entrenamiento,1450.1,3
10967,03/07/2023,Tanto Madera,1046.31,6
10968,2023-02-26,Tanto Madera,1214.2,9
10969,05-07-2023,Shuriken,733.12,-1
10970,31/10/2023,Katana Acero,407.93,3
10971,22/02/2023,Kunai Hierro,200.92,2
10972,Ayer,Boken Entrenamiento,356.85,10
10973,Hace 2 dias,Tanto Madera,592.84,7
10974,04/05/2023,Tanto Madera,570.43,1
10975,Hace 2 dias,Kunai Hierro,282.28,10
10976,11-25-2023,Katana Acero,122.14,1
10977,Hace 2 dias,Tanto Madera,981.73,10
10978,05-08-2023,Katana Acero,,7
10979,Ayer,Shuriken,1135.82,6
10980,Ayer,Nodachi Elite,757.06,1
10981,2023-03-25,Kunai Hierro,366.87,4
10982,Hace 2 dias,Kunai Hierro,,7
10983,2023-08-15,Shuriken,241.39,9
10984,24/02/2023,Shuriken,847.45,1
10985,Hace 2 dias,Boken Entrenamiento,1048.28,4
10986,Hace 2 dias,Tanto Madera,1334.8,8
10987,Hace 2 dias,Tanto Madera,779.47,10
10988,12-28-2023,Boken Entrenamiento,680.88,3
10988,12-28-2023,Boken Entrenamiento,680.88,3
10989,Hace 2 dias,Shuriken,323.47,4
10990,10-14-2023,Shuriken,1414.81,8
10991,2023-06-13,Shuriken,1319.8,4
10992,2023-09-07,Katana Acero,,3
10993,13/09/2023,Nodachi Elite,103.09,6
10994,18/06/2023,Katana Acero,411.77,9
10995,08-24-2023,Shuriken,336.92,10
10996,Hace 2 dias,Tanto Madera,1221.96,1
10997,12-30-2023,Nodachi Elite,1277.33,8
10998,2023-08-18,Nodachi Elite,306.79,7
10999,Ayer,Tanto Madera,1358.96,8
11000,Ayer,Shuriken,327.03,9
11001,12-10-2023,Tanto Madera,614.54,2
11002,18/09/2023,Nodachi Elite,1397.81,8
11003,Hace 2 dias,Tanto Madera,88.53,8
11004,Hace 2 dias,Shuriken,,5
11005,Ayer,Katana Acero,662.4,8
11006,Hace 2 dias,Kunai Hierro,1221.86,2
11007,Hace 2 dias,Nodachi Elite,,7
11008,01-24-2023,Katana Acero,45.53,8
11009,Hace 2 dias,Kunai Hierro,1175.34,-1
11010,2023-01-24,Tanto Madera,1439.72,1
11011,12-07-2023,Kunai Hierro,968.0,3
11012,05-05-2023,Kunai Hierro,896.62,3
11013,08/10/2023,Boken Entrenamiento,1041.93,7
11014,Ayer,Kunai Hierro,268.69,6
11015,2023-02-05,Kunai Hierro,140.43,7
11016,21/08/2023,Tanto Madera,418.5,2
11017,Hace 2 dias,Katana Acero,1277.27,10
11018,2023-04-17,  Tanto Madera  ,320.39,10
11019,11-29-2023,Katana Acero,199.53,6
11020,Hace 2 dias,Shuriken,692.4,3
11021,2023-05-10,Nodachi Elite,478.32,3
11022,Hace 2 dias,Boken Entrenamiento,577.05,1
11023,2023-06-27,Tanto Madera,1169.72,6
11024,Hace 2 dias,Nodachi Elite,,1
11025,04/12/2023,Kunai Hierro,227.84,4
11026,Ayer,Shuriken,462.4,4
11027,Ayer,Kunai Hierro,1204.99,4
11028,23/12/2023,Boken Entrenamiento,829.28,1
11029,Ayer,Tanto Madera,1008.95,10
11030,Ayer,Boken Entrenamiento,ERR,9
11031,2023-06-06,  tanto madera  ,202.45,1
11032,01/01/2023,Shuriken,1467.63,9
11033,12-18-2023,Shuriken,513.52,4
11034,09/02/2023,Tanto Madera,644.94,9
11035,Hace 2 dias,Shuriken,318.59,6
11036,2023-06-08,Shuriken,299.2,3
11037,16/12/2023,Boken Entrenamiento,139.19,2
11038,2023-07-18,Boken Entrenamiento,1133.2,7
11039,2023-01-07,tanto madera,1199.36,1
11040,2023-01-11,Tanto Madera,,10
11041,09/04/2023,Kunai Hierro,ERR,9
11042,11-12-2023,Nodachi Elite,991.25,2
11043,12/05/2023,Shuriken,1098.55,3
11044,Ayer,Boken Entrenamiento,129.89,9
11045,01-24-2023,Kunai Hierro,773.05,4
11046,28/04/2023,Kunai Hierro,51.75,1
11047,17/02/2023,Kunai Hierro,305.56,7
11048,2023-02-21,Tanto Madera,679.12,7
11049,08-08-2023,Katana Acero,,9
11050,2023-05-20,Shuriken,1062.55,2
11051,2023-08-09,Katana Acero,260.63,4
11052,26/07/2023,Tanto Madera,1486.68,7
11052,26/07/2023,Tanto Madera,1486.68,7
11053,Hace 2 dias,Kunai Hierro,ERR,6
11054,2023-03-15,Boken Entrenamiento,1204.58,3
11055,Hace 2 dias,Katana Acero,1019.64,8
11056,2023-11-20,Katana Acero,,2
11057,Ayer,Boken Entrenamiento,1234.21,3
11058,2023-06-15,Tanto Madera,1344.44,6
11059,02-25-2023,Shuriken,563.75,3
11060,08-05-2023,Shuriken,ERR,8
11061,2023-06-16,Nodachi Elite,1251.36,4
11062,Hace 2 dias,Tanto Madera,466.08,3
11063,Ayer,Shuriken,977.95,9
11064,10-02-2023,Nodachi Elite,,8
11065,Ayer,Shuriken,1162.1,5
11066,27/04/2023,Shuriken,1248.59,3
11067,Hace 2 dias,Shuriken,400.59,3
11068,30/08/2023,Shuriken,1088.19,1
11069,2023-02-14,Boken Entrenamiento,890.7,4
11070,08/07/2023,Tanto Madera,1116.54,3
11071,19/12/2023,Boken Entrenamiento,699.73,7
11072,22/06/2023,Tanto Madera,,4
11073,Hace 2 dias,shuriken,940.46,4
11074,Ayer,Tanto Madera,1008.79,6
11075,Hace 2 dias,Boken Entrenamiento,190.21,5
11076,2023-03-03,Nodachi Elite,706.92,9
11077,11-05-2023,Boken Entrenamiento,1347.75,9
11078,Hace 2 dias,Nodachi Elite,796.86,6
11079,Ayer,Boken Entrenamiento,769.73,5
11080,2023-12-11,Kunai Hierro,,8
11081,30/06/2023,tanto madera,628.11,6
11082,25/06/2023,Katana Acero,1130.76,2
11083,Hace 2 dias,Shuriken,936.31,8
11084,Ayer,Shuriken,,6
11085,27/11/2023,Tanto Madera,113.54,7
11086,2023-06-11,Shuriken,183.0,4
11087,08-02-2023,Kunai Hierro,506.76,4
11088,2023-05-30,Nodachi Elite,698.42,2
11089,2023-08-26,Nodachi Elite,803.46,2
11090,09-03-2023,Tanto Madera,1017.17,5
11091,2023-04-08,Nodachi Elite,ERR,1
11092,2023-07-25,Katana Acero,761.58,4
11093,07-09-2023,Tanto Madera,799.42,6
11094,01-21-2023,Katana Acero,490.28,1
11095,Ayer,Nodachi Elite,1171.78,10
11096,11/02/2023,Tanto Madera,236.65,3
11097,04-07-2023,Boken Entrenamiento,1085.27,4
11098,11/12/2023,Boken Entrenamiento,362.35,4
11099,2023-01-13,Tanto Madera,246.32,2
11100,02-28-2023,Tanto Madera,,2
11101,2023-11-15,katana acero,758.44,7
11102,Ayer,Kunai Hierro,1400.1,6
11103,15/06/2023,Kunai Hierro,27.03,-1
11104,30/05/2023,Boken Entrenamiento,549.95,9
11105,24/06/2023,  boken entrenamiento  ,608.97,3
11106,2023-03-08,Kunai Hierro,836.35,2
11107,04-14-2023,Boken Entrenamiento,482.11,5
11108,03-31-2023,Tanto Madera,536.94,4
11109,12-15-2023,Shuriken,399.85,2
11110,2023-09-28,Nodachi Elite,244.94,10
11111,08/08/2023,Tanto Madera,1490.12,7
11112,2023-11-19,Boken Entrenamiento,571.13,10
11113,03-18-2023,Kunai Hierro,93.19,1
11114,25/05/2023,Katana Acero,ERR,7
11115,Hace 2 dias,nodachi elite,578.61,4
11116,21/10/2023,Boken Entrenamiento,486.58,8
11117,10-15-2023,Kunai Hierro,560.37,3
11118,03/09/2023,shuriken,1485.2,5
11119,Ayer,Nodachi Elite,506.11,1
11120,Hace 2 dias,  Kunai Hierro  ,188.22,3
11121,2023-01-10,Nodachi Elite,935.99,10
11122,16/07/2023,Tanto Madera,814.87,6
11123,2023-10-01,Katana Acero,924.77,7
11124,Hace 2 dias,Tanto Madera,745.94,9
11125,2023-01-01,  Katana Acero  ,683.67,8
11126,Ayer,Katana Acero,1039.95,9
11127,19/06/2023,Katana Acero,235.03,1
11128,Ayer,Boken Entrenamiento,1383.95,9
11129,09/01/2023,Katana Acero,929.02,6
11130,07-04-2023,Tanto Madera,ERR,8
11131,09-25-2023,Nodachi Elite,1249.39,10
11132,Hace 2 dias,Tanto Madera,626.61,7
11133,2023-01-29,Katana Acero,329.95,5
11134,17/11/2023,boken entrenamiento,1484.94,10
11135,27/04/2023,Katana Acero,1439.95,4
11136,2023-03-03,Kunai Hierro,1466.08,1
11137,08-03-2023,Boken Entrenamiento,ERR,1
11138,Hace 2 dias,shuriken,111.94,6
11139,Ayer,Nodachi Elite,629.21,5
11140,22/05/2023,Kunai Hierro,,10
11141,Hace 2 dias,Tanto Madera,223.18,8
11142,Hace 2 dias,Katana Acero,278.09,3
11143,2023-10-12,Tanto Madera,452.35,5
11144,2023-04-19,Nodachi Elite,1218.04,2
11145,2023-01-07,Tanto Madera,733.14,5
11146,06/12/2023,  Boken Entrenamiento  ,1342.63,7
11147,04-20-2023,Nodachi Elite,ERR,3
11148,07-15-2023,shuriken,1237.13,-1
11149,Ayer,Katana Acero,1451.04,-1
11150,09-07-2023,Katana Acero,980.05,6
11151,Ayer,  Boken Entrenamiento  ,ERR,8
11151,Ayer,  Boken Entrenamiento  ,ERR,8
11152,12/08/2023,Tanto Madera,573.1,4
11153,Hace 2 dias,Tanto Madera,1414.69,4
11154,22/07/2023,Shuriken,63.57,10
11155,2023-02-03,Shuriken,386.5,7
11156,Ayer,Kunai Hierro,889.29,5
11157,2023-02-08,Katana Acero,134.95,10
11158,02/03/2023,Nodachi Elite,730.96,9
11159,2023-06-17,Nodachi Elite,691.21,2
11160,2023-04-15,Katana Acero,356.54,7
11161,Ayer,Nodachi Elite,523.55,3
11162,2023-08-10,Katana Acero,1048.35,4
11163,Ayer,Katana Acero,438.4,6
11164,2023-06-22,Shuriken,ERR,5
11165,10-18-2023,Katana Acero,1205.94,1
11166,2023-06-20,Shuriken,271.02,6
11167,02-23-2023,Nodachi Elite,355.97,1
11168,03/08/2023,Nodachi Elite,218.31,2
11169,11-11-2023,Boken Entrenamiento,747.18,5
11170,2023-07-08,Katana Acero,488.41,9
11171,13/10/2023,Tanto Madera,1283.06,9
11172,02-02-2023,Nodachi Elite,396.01,4
11172,02-02-2023,Nodachi Elite,396.01,4
11173,2023-01-27,Katana Acero,1243.76,-1
11174,Ayer,Nodachi Elite,578.37,8
11175,23/05/2023,Kunai Hierro,320.02,9
11176,10-24-2023,Katana Acero,905.1,10
11177,17/07/2023,Tanto Madera,793.65,4
11178,29/06/2023,Shuriken,625.81,9
11179,Hace 2 dias,Tanto Madera,550.13,3
11180,18/01/2023,Tanto Madera,1233.21,3
11181,2023-01-05,Kunai Hierro,1373.89,9
11182,05-06-2023,nodachi elite,698.35,5
11183,03/09/2023,Boken Entrenamiento,457.81,2
11184,09-07-2023,Boken Entrenamiento,1240.45,1
11185,Ayer,Nodachi Elite,70.63,8
11186,13/04/2023,Katana Acero,1223.53,7
11187,Hace 2 dias,katana acero,1259.31,4
11187,Hace 2 dias,katana acero,1259.31,4
11188,02-13-2023,Katana Acero,164.35,5
11189,2023-09-12,Kunai Hierro,503.51,8
11190,2023-01-13,Kunai Hierro,839.0,8
11191,11-28-2023,Katana Acero,,6
11192,01-07-2023,Katana Acero,301.42,9
11193,2023-08-05,  Kunai Hierro  ,58.48,1
11194,2023-02-09,Kunai Hierro,810.84,9
11195,2023-06-17,Kunai Hierro,785.77,5
11196,2023-04-08,Tanto Madera,365.68,2
11197,11/01/2023,Nodachi Elite,ERR,9
11198,2023-10-06,katana acero,,2
11199,2023-09-20,Katana Acero,1017.68,3
11200,Hace 2 dias,Tanto Madera,1448.32,8
11201,08-04-2023,Tanto Madera,330.77,2
11202,06-03-2023,Kunai Hierro,674.72,1
11203,30/05/2023,Katana Acero,920.84,2
11204,2023-07-29,Shuriken,365.02,9
11205,2023-06-25,Shuriken,1348.26,8
11206,03-01-2023,Tanto Madera,1293.8,10
11207,05-23-2023,Kunai Hierro,534.57,9
11208,20/12/2023,Katana Acero,729.83,6
11209,2023-06-26,  Nodachi Elite  ,739.99,2
11210,10-04-2023,Katana Acero,953.98,10
11211,2023-01-23,Katana Acero,714.1,6
11212,08/12/2023,Nodachi Elite,920.74,5
11213,13/06/2023,Kunai Hierro,31.01,10
11214,29/10/2023,Katana Acero,1254.27,6
11215,26/04/2023,Nodachi Elite,321.51,8
11216,12-29-2023,Nodachi Elite,415.57,5
11217,01/02/2023,Katana Acero,576.7,8
11218,13/08/2023,Kunai Hierro,1361.92,6
11219,2023-04-21,Shuriken,913.8,1
11220,01-09-2023,Katana Acero,774.28,3
11221,2023-03-27,Tanto Madera,,6
11222,24/11/2023,Shuriken,631.0,9
11223,Hace 2 dias,Boken Entrenamiento,1063.8,9
11224,08-03-2023,Tanto Madera,1455.41,10
11225,15/06/2023,Boken Entrenamiento,175.84,4
11226,Ayer,Nodachi Elite,574.46,2
11227,19/06/2023,Nodachi Elite,578.86,3
11228,09-17-2023,Tanto Madera,751.93,6
11229,02-09-2023,Kunai Hierro,1427.65,1
11230,2023-02-22,Boken Entrenamiento,1245.79,6
11231,Hace 2 dias,Kunai Hierro,205.52,1
11232,2023-04-12,Tanto Madera,163.64,5
11233,12-08-2023,Kunai Hierro,777.32,5
11234,03/06/2023,Katana Acero,,5
11234,03/06/2023,Katana Acero,,5
11235,01-19-2023,Nodachi Elite,128.08,5
11236,Ayer,Tanto Madera,1486.95,5
11237,Hace 2 dias,  Kunai Hierro  ,719.14,2
11238,Ayer,Shuriken,1478.74,4
11239,2023-09-05,Shuriken,181.88,4
11240,2023-12-21,Tanto Madera,299.25,3
11241,Hace 2 dias,Katana Acero,915.78,1
11242,Hace 2 dias,Katana Acero,421.85,8
11243,01-17-2023,Katana Acero,1077.12,2
11244,25/02/2023,Tanto Madera,1049.79,1
11245,07-19-2023,Boken Entrenamiento,,7
11246,2023-11-26,Shuriken,579.63,8
11247,2023-09-10,Katana Acero,409.89,8
11248,04-12-2023,nodachi elite,503.46,2
11249,20/09/2023,Tanto Madera,809.29,6
11250,03-31-2023,Tanto Madera,598.57,2
11251,10-12-2023,Boken Entrenamiento,ERR,2
11252,13/08/2023,Shuriken,647.99,7
11253,2023-01-02,Boken Entrenamiento,976.51,4
11254,20/09/2023,Katana Acero,996.59,1
11255,09/12/2023,  Nodachi Elite  ,472.21,1
11256,Ayer,Kunai Hierro,85.54,4
11257,2023-11-05,Kunai Hierro,1142.25,1
11258,2023-04-06,Shuriken,ERR,2
11259,Ayer,Shuriken,204.11,4
11260,22/06/2023,Katana Acero,,1
11261,20/11/2023,Katana Acero,737.49,3
11262,07/01/2023,Boken Entrenamiento,601.31,5
11263,22/12/2023,Boken Entrenamiento,1150.02,5
11264,Ayer,Nodachi Elite,282.57,9
